Timestamp;Nez;Bouche;Œil_Gauche;Œil_Droit;Joue_Gauche;Joue_Droite;Front;Menton
2025-06-23T14:57:49.179722;29.25;27.29;20.43;22.61;28.67;9.66;16.39;33.9
2025-06-23T14:57:49.256975;26.53;9.66;35.62;13.45;24.81;34.92;28.63;21.7
2025-06-23T14:57:49.355053;31.42;29.25;35.18;33.7;16.49;30.51;34.16;11.79
2025-06-23T14:57:49.533280;24.2;35.16;33.45;12.09;32.39;22.21;32.42;15.9
2025-06-23T14:57:49.598442;20.13;25.22;22.3;11.17;29.03;9.38;35.88;29.55
2025-06-23T14:57:49.651585;24.79;30.21;31.05;9.1;19.58;31.44;9.23;23.77
2025-06-23T14:57:49.719356;34.92;13.47;7.5;22.64;12.74;36.04;13.1;10.15
2025-06-23T14:57:49.918917;22.28;17.52;10.18;35.75;9.98;28.18;34.99;13.64
2025-06-23T14:57:50.030911;29.63;31.35;33.77;25.95;8.01;36.62;35.1;20.87
2025-06-23T14:57:50.111237;16.16;10.45;18.81;9.97;9.25;32.18;26.03;35.77
2025-06-23T14:57:50.165225;30.18;17.69;17.56;36.35;31.96;20.77;34.11;17.47
2025-06-23T14:57:50.289812;35.62;30.4;15.45;8.45;27.47;25.86;28.25;21.97
2025-06-23T14:57:50.384781;26.71;30.83;33.81;22.32;22.38;23.87;14.23;16.13
2025-06-23T14:57:50.449015;27.53;33.19;11.29;9.73;7.06;30.78;23.31;11.51
2025-06-23T14:57:50.550077;26.91;26.96;31.81;9.54;21.17;34.31;9.31;14.37
2025-06-23T14:57:50.714390;12.73;12.48;15.13;11.77;17.19;15.03;31.35;7.83
2025-06-23T14:57:50.986384;32.78;21.89;28.72;16.1;9.95;21.41;32.45;16.6
2025-06-23T14:57:51.238572;25.96;35.94;10.63;14.16;13.52;36.05;32.86;30.64
2025-06-23T14:57:51.366414;28.86;20.09;31.09;11.54;24.38;19.08;34.43;31.47
2025-06-23T14:57:51.541929;20.65;29.21;15.79;31.44;9.75;29.05;15.4;12.81
2025-06-23T14:57:51.607867;28.46;26.46;25.91;33.97;10.34;20.81;10.4;15.5
2025-06-23T14:57:51.705354;21.16;17.43;10.06;14.31;16.62;16.97;15.71;27.72
2025-06-23T14:57:51.799402;26.6;8.38;31.56;23.9;6.88;32.35;23.31;21.46
2025-06-23T14:57:51.929034;21.24;19.23;31.42;21.51;19.53;12.65;22.3;30.93
2025-06-23T14:57:52.035154;28.5;7.5;19.81;27.86;27.4;29.72;28.29;30.92
2025-06-23T14:57:52.115061;15.56;11.55;20.8;23.7;27.33;29.22;8.92;11.18
2025-06-23T14:57:52.219462;14.37;26.46;18.18;24.11;12.76;14.86;21.06;26.49
2025-06-23T14:57:52.383737;26.49;35.12;15.94;25.1;21.65;33.44;14.12;9.81
2025-06-23T14:57:52.518526;36.45;27.02;24.57;23.6;23.64;34.18;31.02;35.68
2025-06-23T14:57:52.674691;30.68;18.49;31.74;19.65;25.06;7.66;13.71;22.67
2025-06-23T14:57:52.822444;16.76;32.23;27.57;27.16;24.31;27.13;11.13;7.93
2025-06-23T14:57:52.890072;13.14;26.53;33.73;32.43;15.89;17.15;34.27;24.79
2025-06-23T14:57:53.004620;23.38;26.23;32.39;33.16;17.32;21.36;7.12;8.59
2025-06-23T14:57:53.249006;16.09;17.88;35.29;12.58;12.8;36.21;12.32;35.9
2025-06-23T14:57:53.323281;31.97;21.9;20.07;12.78;10.86;8.39;33.42;23.88
2025-06-23T14:57:53.386517;23.5;21.39;11.24;16.71;29.11;36.23;13.37;26.28
2025-06-23T14:57:53.457171;13.6;26.16;12.62;19.12;14.02;9.06;26.24;16.32
2025-06-23T14:57:53.522234;31.32;27.97;30.07;33.13;11.85;36.26;33.51;21.11
2025-06-23T14:57:53.625995;7.5;17.3;18.33;8.79;35.26;19.13;31.6;34.07
2025-06-23T14:57:53.761081;18.75;27.37;23.56;21.25;35.52;21.58;30.61;21.42
2025-06-23T14:57:53.839464;7.69;22.27;17.72;22.3;19.41;26.12;23.83;10.7
2025-06-23T14:57:53.930582;26.44;33.01;35.47;7.44;19.89;10.02;7.77;25.14
2025-06-23T14:57:54.020770;30.46;20.46;6.86;9.17;15.85;14.7;7.14;11.9
