Timestamp;Nez;Bouche;Œil_Gauche;Œil_Droit;Joue_Gauche;Joue_Droite;Front;Menton
2025-06-23T16:54:13.455483;30.35;27.6;36.46;36.06;17.12;34.87;22.5;33.71
2025-06-23T16:54:13.536594;25.36;9.8;13.9;25.56;17.03;21.21;18.91;27.39
2025-06-23T16:54:13.665770;31.24;22.99;26.94;24.81;20.04;35.13;32.55;33.48
2025-06-23T16:54:13.775346;31.13;36.25;14.82;8.42;18.32;22.06;32.19;15.0
2025-06-23T16:54:13.902024;26.36;22.67;23.72;24.72;31.42;31.03;17.86;23.64
2025-06-23T16:54:13.993069;20.79;24.21;22.3;7.19;29.27;32.23;19.59;29.42
2025-06-23T16:54:14.114308;11.68;6.99;9.98;22.67;19.91;32.94;12.05;17.82
2025-06-23T16:54:14.318115;36.24;17.59;10.19;14.29;23.07;23.4;31.15;29.25
2025-06-23T16:54:14.441156;26.31;27.52;32.09;29.24;21.04;26.81;29.08;30.78
2025-06-23T16:54:14.530465;17.55;9.94;21.33;28.94;29.95;20.82;7.73;29.0
2025-06-23T16:54:14.581080;26.31;10.95;19.26;22.92;8.77;24.89;32.69;7.9
2025-06-23T16:54:14.688186;8.39;11.0;27.88;29.58;7.82;15.89;26.34;29.96
2025-06-23T16:54:15.831663;15.11;29.87;22.82;11.65;26.34;19.4;7.73;35.47
2025-06-23T16:54:15.940420;27.14;34.4;31.97;7.64;16.12;9.84;28.05;17.03
2025-06-23T16:54:16.049441;31.85;14.54;30.85;11.66;32.83;10.48;14.26;19.49
2025-06-23T16:54:16.183720;32.54;26.52;10.73;10.4;35.72;33.92;34.36;33.18
2025-06-23T16:54:16.310121;21.56;23.17;13.28;22.51;9.96;23.33;31.26;22.57
2025-06-23T16:54:16.403916;14.26;30.11;36.03;29.03;18.19;13.79;11.14;28.4
2025-06-23T16:54:16.634848;35.64;32.67;19.8;19.59;25.12;16.56;12.13;6.88
2025-06-23T16:54:16.764119;24.64;27.64;19.36;30.11;34.28;10.43;14.32;12.07
2025-06-23T16:54:16.886579;28.62;25.13;30.44;18.13;8.41;29.99;21.01;17.62
2025-06-23T16:54:16.971641;23.11;22.63;28.5;34.85;10.73;33.32;32.43;9.09
2025-06-23T16:54:17.104810;26.16;23.98;16.41;15.61;23.98;13.61;26.25;8.82
2025-06-23T16:54:17.202950;13.54;22.62;10.3;30.49;21.11;13.65;26.08;29.14
2025-06-23T16:54:17.340417;11.47;31.31;33.54;24.44;32.83;25.14;35.29;33.72
2025-06-23T16:54:17.416022;10.47;33.15;18.9;17.97;8.56;19.99;23.81;31.85
2025-06-23T16:54:17.562747;29.94;9.64;16.56;9.77;11.27;26.23;30.31;25.89
2025-06-23T16:54:17.654725;14.89;33.72;17.56;25.01;28.23;12.59;31.39;19.32
2025-06-23T16:54:17.768386;36.66;19.67;20.42;31.59;14.79;15.88;19.37;16.15
2025-06-23T16:54:17.865097;24.13;30.27;11.92;24.24;36.82;32.18;14.1;17.73
2025-06-23T16:54:18.070023;20.96;24.85;13.67;14.83;25.3;35.54;31.09;31.87
2025-06-23T16:54:18.216718;21.2;17.16;18.79;30.35;12.4;20.24;25.47;30.64
2025-06-23T16:54:18.295983;31.91;31.8;16.31;10.57;24.49;12.28;34.43;14.87
2025-06-23T16:54:18.346549;7.03;13.07;22.92;34.47;34.1;25.2;18.44;31.69
2025-06-23T16:54:18.468792;9.16;21.98;29.78;34.2;18.46;17.18;11.95;14.64
2025-06-23T16:54:18.579195;31.48;21.7;13.39;7.81;11.27;13.75;19.7;6.96
2025-06-23T16:54:18.680182;21.55;9.42;24.9;30.13;12.46;17.68;26.3;17.03
2025-06-23T16:54:18.785138;20.87;30.15;28.94;26.33;13.71;28.86;15.62;8.58
2025-06-23T16:54:18.921219;33.09;36.59;35.76;31.08;26.7;17.15;15.92;27.53
2025-06-23T16:54:19.022530;19.0;10.15;16.66;10.74;28.62;13.97;19.02;10.24
2025-06-23T16:54:19.169908;19.11;17.95;21.9;34.72;30.41;33.06;34.41;7.31
2025-06-23T16:54:19.275484;26.92;26.3;21.75;16.03;9.8;33.44;10.26;28.33
2025-06-23T16:54:19.364035;9.37;16.3;23.51;36.8;25.06;32.48;24.12;31.16
2025-06-23T16:54:19.455805;18.15;19.14;32.24;30.41;17.56;13.17;18.19;25.78
2025-06-23T16:54:19.587682;34.52;24.8;26.2;21.19;7.03;32.87;30.65;30.26
2025-06-23T16:54:19.688645;36.21;15.24;8.47;35.37;35.87;7.17;23.77;10.84
2025-06-23T16:54:19.763632;17.11;22.31;9.36;16.3;30.25;27.14;21.89;28.15
2025-06-23T16:54:19.940091;9.4;7.4;17.93;15.91;15.56;26.06;27.09;17.68
2025-06-23T16:54:20.012428;32.23;19.96;25.73;35.23;8.64;12.32;28.98;34.63
2025-06-23T16:54:20.164804;27.8;12.2;32.94;32.96;12.07;33.44;22.28;26.45
2025-06-23T16:54:20.233715;27.81;28.54;19.87;6.96;34.81;13.24;13.42;16.51
2025-06-23T16:54:20.415671;32.88;19.0;18.32;21.68;34.39;11.87;12.18;35.12
2025-06-23T16:54:20.541013;13.18;32.93;30.67;23.9;14.09;17.54;9.02;24.9
2025-06-23T16:54:20.632560;9.66;7.03;9.4;25.89;11.77;16.02;34.39;28.5
2025-06-23T16:54:20.682001;35.94;29.62;32.84;8.21;11.52;27.1;22.13;12.14
2025-06-23T16:54:20.812868;33.15;24.38;8.56;36.62;35.95;28.35;30.43;24.76
2025-06-23T16:54:20.917978;9.35;27.99;12.49;35.39;35.97;17.68;12.36;20.64
2025-06-23T16:54:21.020722;11.98;18.92;8.58;35.08;7.28;20.39;34.14;26.73
2025-06-23T16:54:21.102168;16.26;29.23;35.16;19.86;7.57;8.44;14.76;34.9
2025-06-23T16:54:21.202573;9.02;34.08;26.26;26.0;12.14;11.65;12.34;23.7
2025-06-23T16:54:21.393972;17.99;16.03;33.99;33.69;31.83;12.19;7.95;33.63
2025-06-23T16:54:21.481867;22.87;10.84;29.6;11.01;24.02;19.19;21.18;30.01
2025-06-23T16:54:21.537640;8.55;12.32;10.98;32.44;23.07;15.97;16.84;19.32
2025-06-23T16:54:21.639651;9.62;20.59;11.05;8.24;15.77;24.92;27.51;20.18
2025-06-23T16:54:21.830610;26.85;22.88;21.43;19.41;18.25;36.59;25.52;7.72
2025-06-23T16:54:22.013120;30.12;35.22;14.83;23.19;18.33;33.13;30.21;15.85
2025-06-23T16:54:22.184149;30.64;33.02;35.06;18.11;27.09;12.69;17.84;16.84
2025-06-23T16:54:22.263814;31.34;30.3;10.85;35.45;25.23;10.78;20.57;34.95
2025-06-23T16:54:22.368893;33.67;33.87;20.03;7.0;27.8;18.55;35.84;26.97
2025-06-23T16:54:22.536227;7.16;19.38;31.83;24.33;14.46;24.32;20.28;8.67
2025-06-23T16:54:22.701289;31.87;14.34;29.76;30.74;30.47;17.04;14.44;22.6
